kimi version 0.39.1
• Let me do the startup recovery reads.

• 我先做启动恢复，读取三份必读文件。

• The last 20 lines read. The startup reminder says to read .kdo/CAPSULE_STARTUP.md, but the task says "启动恢复（必做）" with the three files. I did the three. Per startup, also should check cron doorbell. But priority: claim #613.

  Task: 领取施工 #613（#586 批 reviewed_by=pending 元数据残留排查补齐）. yaml.safe_load parsing, no regex (E017).

  First find the task file. Let me look for task_...613... in 70_product/tasks/. Also read the queue. Let me proceed.

• 启动恢复已完成。现在查找 #613 任务单并确认队列状态。队列总任务数: 196
queued: 2
claimed: 0
pending_review: 0


• Now claim #613. First check queue status - it shows 2 queued. Queue discipline: cannot claim if there's pending_review ahead. status shows pending_review: 0, claimed: 0, so fine. Claim #613.

• 任务单规格清楚。先领取 #613。任务 613 不在生产队列中


✅ task_20260902_laowantong-586batch-reviewedby-residue-fix 已领取为 claimed-laowantong-kimi

✅ dashboard.html 已生成 (196 个任务)
   待领取: 0  |  审查中: 0  |  进行中: 2  |  已完成: 194
• Claimed. Now the task:

  1. Scan 30_wiki for cards with `status: reviewed` and `reviewed_by: pending` (or missing reviewed_by/review_date), using yaml.safe_load (no regex for frontmatter parsing).
  2. For cards with evidence of real review (#586 batch or others with commit/task evidence), fix reviewed_by: 欧阳锋 + review_date (from git log). For cards without evidence, don't change, list separately.
  3. Only touch frontmatter three fields.

  Write a Python script that:
  - Walks 30_wiki/**/*.md
  - Extracts frontmatter via yaml.safe_load (split on --- delimiters is fine, but parsing must be yaml, not regex extracting values)
  - Collects cards where status==reviewed and (reviewed_by missing or =='pending' or review_date missing)

  Then for each, find evidence: git log of the file for review commits? The #586 batch — task_20260901_laowantong-candy-collection-batch. #586 PASS per todos. Actually review evidence: the queue / task file review records. Let me first write and run the scan.

  Note mixed CRLF files. Frontmatter parsing: read file, check startswith '---', find next '---' line, yaml.safe_load the block.

  Let me write the scan script in _tmp.

• 领取成功。现在写排查脚本（yaml.safe_load 解析，禁正则扫 frontmatter）。

扫描文件数: 2949
YAML/读取错误数: 2
  ERROR C:\Users\Administrator\Desktop\wiki\30_wiki\dark-knowledges\dk-digest-registration-gap.md: yaml: while parsing a block mapping
  in "<unicode string>", line 33, column 3:
    - signal: 卡文件存在（ls 能看见）但 grep 不到任何 ... 
      ^
expected <block end>, but found '<scalar>'
  in "<unicode string>", line 35, column 20:
      implication: "存在"不等于"注册"——2026-08-23 周检实测 12 张核心卡 ... 
                       ^
  ERROR C:\Users\Administrator\Desktop\wiki\30_wiki\_archive\plan_20260531_data-curator-v1.1.md: yaml: while parsing a block mapping
  in "<unicode string>", line 2, column 1:
    id: plan_20260531_data-curator-v1.1
    ^
expected <block end>, but found '-'
  in "<unicode string>", line 14, column 1:
    - src_20260531_ai-data-understanding
    ^
命中卡数: 530
- 30_wiki\agent-specs\agent-spec-fengqingyang-observer.md | id=agent-spec-fengqingyang-observer | type=agent-spec | author=laowantong | reviewed_by=待审 | review_date=<missing> | updated_at=2026-08-23

  Hmm, let me reconsider: the scan spec says "reviewed_by: pending（或缺 reviewed_by/review_date）". My scan already covers "缺 review_date" for ALL status=reviewed cards → that's the 530 hits (477 with 欧阳锋 but missing review_date). Fixing 477 by guessing dates = fabrication, absolutely not. So the sensible deliverable structure:

  - 排查清单 (530 total, categorized):
    - A. reviewed_by=pending: 17 → 12 fixed (#586 evidence), 3 fixed (review_20260628 + task_20260627 evidence), 2 无佐证上报
    - B. reviewed_by=待审: 13 → list, no change (need separate decision; evidence hunt out of this task's scope) — actually, hmm, should I check evidence for these quickly? A quick grep of task/review files per card id. That's cheap-ish. But then fixing them... The task title: "#586批 reviewed 卡 reviewed_by=pending 元数据残留排查补齐". Title scope = #586 batch. The task body item 1 says scan the whole library for pending/missing, item 2 says fix those with real review evidence (#586 批及他批有 commit/任务单佐证的). So 他批有佐证的也要补。The 待审 13 fall under "缺 reviewed_by" semantics. I should at least attempt evidence check for them via grep. Let me do a quick grep pass for the 13 ids in 60_feedback/tasks and see which have review records.

  Actually — wait. '待审' literally means "awaiting review" — a card with status: reviewed but reviewed_by: 待审 is the same E018 inconsistency. Let me do one batch grep for all 13 ids.

• 13 张 `待审` 卡同属 E018 不一致。批量 grep 任务单里有无它们的终审佐证。=== agent-spec-fengqingyang-observer ===
60_feedback/tasks/task_20260822_laowantong-fengqingyang-agent-spec-完成报告.md
60_feedback/tasks/task_20260822_laowantong-fengqingyang-agent-spec.md
60_feedback/tasks/task_20260823_laowantong-fengqingyang-l1-l4-caliber.md
60_feedback/tasks/task_20260823_laowantong-role-special-fengqingyang.md
=== case-qinpeng-iot-module-tiering ===
60_feedback/tasks/task_20260827_laowantong-source-refs-batch-a/manifest-cards.txt
=== case-shampoo-product-kernel ===
60_feedback/tasks/task_20260827_laowantong-source-refs-batch-a/gone-refs-report.md
60_feedback/tasks/task_20260827_laowantong-source-refs-batch-a/manifest-cards.txt
=== case-yitang-chuanhe-seasoning-kernel ===
60_feedback/tasks/task_20260827_laowantong-source-refs-batch-a/manifest-cards.txt
=== case-yitang-zhongzheng-parking-garage ===
60_feedback/tasks/task_20260827_laowantong-source-refs-batch-a/manifest-cards.txt
=== dk-customers-hate-ai ===
60_feedback/tasks/task_20260815_laowantong-spin-ai-sales-cards.md
60_feedback/tasks/task_20260822_laowantong-tags-judgment-batch.md
=== dk-sales-big-deal-vs-small-deal ===
60_feedback/tasks/task_20260815_laowantong-spin-ai-sales-cards.md
=== dk-sales-demand-mining-is-company-task ===
60_feedback/tasks/task_20260815_laowantong-spin-ai-sales-cards.md
=== framework-ai-sales-collaboration ===
60_feedback/tasks/task_20260815_laowantong-spin-ai-sales-cards.md
60_feedback/tasks/task_20260816_wangyuyan-snapshot-migration-pilot.md
=== framework-sales-funnel-full ===
60_feedback/tasks/task_20260815_laowantong-spin-ai-sales-cards.md
60_feedback/tasks/task_20260816_wangyuyan-snapshot-migration-pilot.md
=== tool-candy-sales-recruiting ===
60_feedback/tasks/task_20260815_laowantong-candy-sales-recruiting.md
60_feedback/tasks/task_20260815_laowantong-spin-ai-sales-cards.md
60_feedback/tasks/task_20260816_huangyaoshi-index-doc-fix.md
=== tool-kdo-wechat-serendipity-collect ===
60_feedback/tasks/task_20260819_huangyaoshi-mcp-fix-rollout.md
60_feedback/tasks/task_20260822_huangyaoshi-code-copies-cleanup.md
=== tool-sales-objection-dilution ===
60_feedback/tasks/task_20260815_laowantong-spin-ai-sales-cards.md
60_feedback/tasks/task_20260816_wangyuyan-snapshot-migration-pilot.md


• These are all production task references, not review verdicts. I need to check whether any of these task files contain 终审 PASS records covering those cards. Key candidate: task_20260815_laowantong-spin-ai-sales-cards.md (covers 7 of them), task_20260815_laowantong-candy-sales-recruiting.md, and the fengqingyang tasks.

  Let me check each candidate task file's frontmatter status/reviewed_by and 终审记录, and whether the review covered the cards.=== task_20260815_laowantong-spin-ai-sales-cards ===
id: task_20260815_laowantong-spin-ai-sales-cards
status: reviewed
reviewed_by: 欧阳锋
review_date: 2026-08-16
5:reviewed_by: 欧阳锋
115:## 终审记录（2026-08-16 欧阳锋）
117:**verdict: PASS A- · methodology v2.3**
=== task_20260815_laowantong-candy-sales-recruiting ===
id: task_20260815_laowantong-candy-sales-recruiting
status: reviewed
reviewed_by: 欧阳锋
review_date: 2026-08-16
5:reviewed_by: 欧阳锋
72:## 终审记录（2026-08-16 欧阳锋）
74:**verdict: PASS A- · methodology v2.3**
=== task_20260822_laowantong-fengqingyang-agent-spec ===
id: 428
status: reviewed
reviewed_by: 欧阳锋
review_date: '2026-08-22'
6:reviewed_by: 欧阳锋
62:## 终审记录（欧阳锋 · 2026-08-22 深夜）
64:**结论：PASS / A-**
=== task_20260823_laowantong-fengqingyang-l1-l4-caliber ===
id: 454
status: reviewed
reviewed_by: 欧阳锋
review_date: '2026-08-23'
8:reviewed_by: 欧阳锋
53:## 终审记录（欧阳锋 · 2026-08-23 · 随 #447 一并）
55:**结论：PASS / A-**
=== task_20260823_laowantong-role-special-fengqingyang ===
id: 447
status: reviewed
reviewed_by: 欧阳锋
review_date: '2026-08-23'
7:reviewed_by: 欧阳锋
67:## 终审记录（欧阳锋 · 2026-08-23）
69:**结论：PASS / A-**
=== task_20260819_huangyaoshi-mcp-fix-rollout ===
id: 361
status: reviewed
reviewed_by: 欧阳锋
review_date: '2026-08-18'
9:reviewed_by: 欧阳锋
Several task files have PASS verdicts. Need to check whether the verdicts actually cover the specific 待审 cards:

  1. task_20260815_laowantong-spin-ai-sales-cards (PASS A- 2026-08-16) — covers: dk-customers-hate-ai, dk-sales-big-deal-vs-small-deal, dk-sales-demand-mining-is-company-task, framework-ai-sales-collaboration, framework-sales-funnel-full, tool-candy-sales-recruiting(?), tool-sales-objection-dilution. Need to verify these cards are in the task's deliverable list.
  2. task_20260815_laowantong-candy-sales-recruiting (PASS A- 2026-08-16) — covers tool-candy-sales-recruiting?
  3. fengqingyang tasks — agent-spec-fengqingyang-observer: which task covers it? task_20260822 (PASS), task_20260823 ×2 (PASS).
  4. tool-kdo-wechat-serendipity-collect — task_20260819_huangyaoshi-mcp-fix-rollout status reviewed. Check coverage.
  5. case-qinpeng, case-shampoo, case-chuanhe, case-zhongzheng — only appear in source-refs batch manifest (not review evidence). These 4 likely 无佐证 → but wait, maybe they were reviewed in an earlier July task (updated 2026-07-08). Let me grep more broadly for them in review files.

• 继续核对：这 13 张是否真被对应任务单的 PASS 覆盖。逐单查交付物清单。=== spin-ai-sales 终审覆盖卡 ===
**verdict: PASS A- · methodology v2.3**
4. **双向归集成立**：AI 协同卡 related 含 decision 域 3 张（yt-decision-ai-partner/科学决策三角形/dk-decision-value-overrides-roi）；反向 8 文件回链
**结论**：PASS A-，7 卡入库验收通过。
=== candy-sales-recruiting 终审 ===
- 单角色单任务（E026）；与 #320 并行互不依赖 ✅

## 终审记录（2026-08-16 欧阳锋）

**verdict: PASS A- · methodology v2.3**

O3 验证（#320 批内联动）：
1. related=9 死链=0（补 dk-ai-collaboration-degradation-spiral 后达标）✅
2. trust_level=medium + 传播限制标注（素材"不要外传"）符合内部库语义 ✅
3. 卡内量化示例来源标注清晰，未冒充口述 ✅

**结论**：PASS A-，Candy 招聘方法卡入库验收通过。


• spin-ai-sales PASS covers 7 cards. Need the 7-card list. Let me find the deliverable list in that task file. Also confirm tool-candy-sales-recruiting is covered by its own task's PASS (Candy 招聘方法卡 — yes, that's the single-card task covering tool-candy-sales-recruiting).

  For spin task: grep card ids in the deliverables/清单 section.25:- 笔记 `马易-SPIN销售方法与AI-笔记.txt`（2026-08-16 已补读，二手核对用）：无实质增量，但含一处口述稿没有的**量化话术示范**——价格异议："您觉得价格高是对比了哪类产品呢？我们的方法能帮您提升至少30%的转化率，按您团队每月100万的业绩目标，投入回报周期不到2个月"（并入 tool-sales-objection-dilution 素材）
29:1. **framework-ai-sales-collaboration**（AI 销售协同）：
37:2. **framework-sales-funnel-full**（销售漏斗全貌）：
41:3. **tool-sales-objection-dilution**（异议处理：转化非消除）：
75:1. `30_wiki/frameworks/framework-ai-sales-collaboration.md`——AI 销售协同（双条件框架：方法有效+可判断；主语非我/形容词禁忌/有效标签；周杰伦雪碧原理；正负样本 33 维模型；sales+decision 双向归集，related 含 yt-decision-ai-partner/科学决策三角形/dk-decision-value-overrides-roi）
76:2. `30_wiki/frameworks/framework-sales-funnel-full.md`——销售漏斗全貌（正梯形复购裂变核心；每层物料/转化时间/获客成本/配套动作四件套）
77:3. `30_wiki/tools/tool-sales-objection-dilution.md`——异议处理转化（承认→稀释→调动→案例；利润表达法含故意说错；量化话术示范并入=笔记 L58 增量）
78:4. `30_wiki/dark-knowledges/dk-sales-demand-mining-is-company-task.md`——需求挖掘是公司的任务（痛点库+传递匹配）
79:5. `30_wiki/dark-knowledges/dk-sales-big-deal-vs-small-deal.md`——大单小单之分非 ToB/ToC
80:6. `30_wiki/dark-knowledges/dk-customers-hate-ai.md`——客户讨厌 AI（人情味边界）
81:7. `30_wiki/tools/tool-candy-sales-recruiting.md`——（**属 #322 独立任务**，不在 #320 卡组内；见其任务单执行报告）
85:- 笔记 txt 核对：唯一增量=量化话术示范（L58，价格异议 30% 转化率/100 万业绩/2 个月回报周期）已并入 tool-sales-objection-dilution 并标注二手来源
89:- framework-ai-sales-collaboration: Passed 1/Failed 0
90:- framework-sales-funnel-full: Passed 1/Failed 0
91:- tool-sales-objection-dilution: Passed 1/Failed 0
92:- dk-sales-demand-mining-is-company-task: Passed 1/Failed 0
93:- dk-sales-big-deal-vs-small-deal: Passed 1/Failed 0
94:- dk-customers-hate-ai: Passed 1/Failed 0
108:- 逻辑攻击：framework-ai-sales-collaboration 双条件与 dk-customers-hate-ai 边界互斥检查——双条件解决"AI 胡说八道"、人情味解决"AI 没人情味"，两卡互相引用不冲突
=== fengqingyang-agent-spec 终审覆盖 ===
---

## 终审记录（欧阳锋 · 2026-08-22 深夜）

**结论：PASS / A-**

**对齐核验**：commit af0620dd2（22:39）在 HEAD；审查对象=最新真相源。

**O0 溯源逐条对**（交付物=agent-spec-fengqingyang-observer.md 95 行）：
1. **五要素齐全** ✅：内核（特性）/职责/边界/工作流/Trigger+Interface 全有，另附基线用例 3 条
2. **B2-2 入宪三条逐条吻合**（decisions.md L36 拍板原文对照）✅：①审计与建议书仅限王语嫣（卡 L61 + 边界 + Interface 下游"仅王语嫣"三处锁定）②记忆维护写文档不产卡（L62 红线段）③部署与自身迭代（L63，五件套 #423）——与拍板零偏差；与段王爷零重叠（L69）✅
3. **G1/G2 两铁律** ✅（L86-89，老朱 08-22 补充项，与建议书 Go⑤ 一致）
4. **底本对照不新造** ✅：与建议书 §角色 5 口径一致（审计=事后复核+建议/终审=当场裁决不可互替，L55；五权分立互不兼任，L57）
5. **source_refs 4 条全存在** ✅（decisions.md / 5role-spec-workflow / memory-capsule-4layer / fengqingyang-amnesia-recovery）
6. **pre-submit 独立复现**（O3）✅：0 ERROR / 75 分 / 一次通过——与提审记录输出一致
7. **related 8 条全有效** ✅（6 agent-spec + framework-truman-agent-team-architecture + tool-agent-white-paper-five-elements，无死链）
8. **commit 入档** ✅（E040，22:39）

**发现问题**：
- 🟠 aliases 噪声：11 条 aliases 中 6 条为文件名/路径（`decisions.md`/`20_memory`/`consultation`/`fengqingyang-amnesia-recovery.md` 等）——检索时 `decisions`/`20_memory` 会命中本卡，信息噪声；建议只留角色名/中文检索词（fengqingyang/风清扬/观察者/observer/记忆胶囊四层）
- 🔵 无显式框架归属声明：L50 定位段（五权分立）承担了定位功能，agent-spec 类可接受，不强求
=== mcp-fix-rollout 是否覆盖 wechat-serendipity ===
72:4. 连续 `kdo_read` ×3：`framework-serendipity-five-channels` / `tool-kdo-wechat-serendipity-collect` / `tool-wechat-transcript-automation-workflow` —— 与 agent 回复引用的三张卡完全对应
Now mapping for 待审 13:

  1. **agent-spec-fengqingyang-observer** — covered by task_20260822 PASS/A- (explicit: 交付物=agent-spec-fengqingyang-observer.md). Evidence ✅ review_date 2026-08-22.
  2. **framework-ai-sales-collaboration** — spin task PASS A- 2026-08-16 ✅ (card #1 in list)
  3. **framework-sales-funnel-full** — spin ✅
  4. **tool-sales-objection-dilution** — spin ✅
  5. **dk-sales-demand-mining-is-company-task** — spin ✅
  6. **dk-sales-big-deal-vs-small-deal** — spin ✅
  7. **dk-customers-hate-ai** — spin ✅
  8. **tool-candy-sales-recruiting** — spin list says it belongs to #322 独立任务; candy-sales-recruiting task PASS A- 2026-08-16 ✅
  9. **tool-kdo-wechat-serendipity-collect** — mcp-fix-rollout only mentions it as a read reference, not review evidence. Author=黄药师, updated 2026-08-19. Need more checking. Maybe check git log for this file.
  10-13. **case-qinpeng / case-shampoo / case-chuanhe / case-zhongzheng** (updated 2026-07-08) — only in source-refs manifest. Need broader check — maybe reviewed in July tasks. Let me grep 60_feedback/tasks for review files around 2026-07-08 mentioning them, or check git log.

  Also I haven't verified the two remaining older cards from pending-17: dk-p15-unverified, high-density-composite-compilation-strategy — already determined 无佐证.

  Also: are there review records for the 4 case cards? They were authored by 老顽童 updated 07-08. Grep review files dated around July.

• 继续取证剩余 5 张（tool-kdo-wechat + 4 张 07-08 case 卡）。=== 30_wiki/tools/tool-kdo-wechat-serendipity-collect.md ===
03e60541c 2026-08-22 21:05 feat(links): #411 第二十六批 related-asymmetry 回填——250 条（81 张卡：domains 域摘要 + skills/cases）
fa2d36ccb 2026-08-22 20:55 feat(links): #411 第二十四批 related-asymmetry 回填——250 条（140 张卡：tools/cases/bridges 广覆盖）
e48ce89a0 2026-08-22 20:18 docs(#414): FAIL 补件——guide/工具卡死引用改指 kdo-tools（5 处清零）+ W7 边界句落操作层 + 执行报告节
fa20c6b82 2026-08-19 21:49 fix(wechat-collect): 四通道加固 + inbox监工迁Windows — 去重/断流降级/文章知识化/WSL cron清仓
5129aa1df 2026-08-19 01:58 chore(metadata): #371 cleanup — 635 cards frontmatter normalized
3039f6d4d 2026-08-19 00:28 vault backup: 2026-08-19 00:28:03
=== 30_wiki/cases/case-qinpeng-iot-module-tiering.md ===
695a2e67b 2026-08-27 02:33 #557 批次A（yitang-lectures 根目录散文件）：归档+引用改写 by laowantong
ccaa8bf25 2026-08-24 03:13 feat(domain): #493 域归域治理——yitang 拆分 + unknown 补域 + 来源词清 tags
e9aecb15c 2026-08-20 20:41 feat(tags): #393 标签体系第一波——全库审计+受控词表v1+yitang试点回填 100 卡（缺维度归零），pre-submit 95/95 全过
fe8afe606 2026-08-04 02:33 vault backup: 2026-08-04 02:33:09
a465099db 2026-08-03 03:17 vault backup: 2026-08-03 03:17:38
e20cbce48 2026-07-08 22:07 vault backup: 2026-07-08 22:07:15
=== 30_wiki/cases/case-shampoo-product-kernel.md ===
5c2555e44 2026-08-27 02:46 #557 批次A收尾清理：折叠锚点合并+src_unknown孤儿清除+嵌套引用拍平（25卡） by laowantong
695a2e67b 2026-08-27 02:33 #557 批次A（yitang-lectures 根目录散文件）：归档+引用改写 by laowantong
ccaa8bf25 2026-08-24 03:13 feat(domain): #493 域归域治理——yitang 拆分 + unknown 补域 + 来源词清 tags
49f8e5130 2026-08-22 17:13 feat(links): #411 第十三批 related-asymmetry 回填——250 条（92 张卡：domains 域摘要 + tools 锚点）
4ca684c54 2026-08-22 16:58 feat(links): #411 第十二批 related-asymmetry 回填——250 条（86 张卡：tools/dk/domains 域）
e9aecb15c 2026-08-20 20:41 feat(tags): #393 标签体系第一波——全库审计+受控词表v1+yitang试点回填 100 卡（缺维度归零），pre-submit 95/95 全过
=== 30_wiki/cases/case-yitang-chuanhe-seasoning-kernel.md ===
695a2e67b 2026-08-27 02:33 #557 批次A（yitang-lectures 根目录散文件）：归档+引用改写 by laowantong
ccaa8bf25 2026-08-24 03:13 feat(domain): #493 域归域治理——yitang 拆分 + unknown 补域 + 来源词清 tags
e9aecb15c 2026-08-20 20:41 feat(tags): #393 标签体系第一波——全库审计+受控词表v1+yitang试点回填 100 卡（缺维度归零），pre-submit 95/95 全过
fe8afe606 2026-08-04 02:33 vault backup: 2026-08-04 02:33:09
a465099db 2026-08-03 03:17 vault backup: 2026-08-03 03:17:38
e20cbce48 2026-07-08 22:07 vault backup: 2026-07-08 22:07:15
=== 30_wiki/cases/case-yitang-zhongzheng-parking-garage.md ===
695a2e67b 2026-08-27 02:33 #557 批次A（yitang-lectures 根目录散文件）：归档+引用改写 by laowantong
ccaa8bf25 2026-08-24 03:13 feat(domain): #493 域归域治理——yitang 拆分 + unknown 补域 + 来源词清 tags
49f8e5130 2026-08-22 17:13 feat(links): #411 第十三批 related-asymmetry 回填——250 条（92 张卡：domains 域摘要 + tools 锚点）
e9aecb15c 2026-08-20 20:41 feat(tags): #393 标签体系第一波——全库审计+受控词表v1+yitang试点回填 100 卡（缺维度归零），pre-submit 95/95 全过
fe8afe606 2026-08-04 02:33 vault backup: 2026-08-04 02:33:09
a465099db 2026-08-03 03:17 vault backup: 2026-08-03 03:17:38


• For the 4 case cards (updated 07-08) and tool-kdo-wechat-serendipity-collect: git log shows no review commits. But maybe there are review task files from July. Let me grep the task files for these ids more broadly — earlier grep only covered 60_feedback/tasks and dashboard; it found only source-refs manifest. Also check 70_product/tasks/archive and any review_20260708 files. Quick: ls review files in 60_feedback/tasks around early July.review_20260804_huangyaoshi-7cards.md
review_20260806_233-deep-review-cards.md
review_20260807_245-246-247-review-cards.md
===grep 4 case ids in review_* files===
===wechat-serendipity in review files===
No review records found for:
  - tool-kdo-wechat-serendipity-collect
  - case-qinpeng-iot-module-tiering
  - case-shampoo-product-kernel
  - case-yitang-chuanhe-seasoning-kernel
  - case-yitang-zhongzheng-parking-garage

  Let me do one more check: maybe these 4 case cards were reviewed as part of a July batch review in dashboard or a task like task_20260708. Quick grep in 70_product/tasks/archive for them.70_product/tasks/huangyaoshi-next-tasks.md
70_product/tasks/task_20260708_wangyuyan-product-kernel-domain-supplement.md
60_feedback/analysis/source-refs-health-latest.md
60_feedback/audit/extract_strategy_tmp.md
60_feedback/audit/extract_strategy_tmp2.md
60_feedback/audit/kcard-legacy-author-fix-report-2026-06-15.md
60_feedback/audit/kcard-stage4-fix-log-2026-06-15.md
60_feedback/audit/kcard-stage4-trust-layer-report-2026-06-15.md
60_feedback/audit/kcard-yaml-list-fix-report-2026-06-15.md
60_feedback/audit/kf020-spot-check-report-2026-06-15.md
---
id: task_20260708_wangyuyan-product-kernel-domain-supplement
title: 产品内核域 P0-P2 补产：核心概念升级 + 案例卡 + 验证工具 + Agent 规格
status: reviewed
priority: P1
assignee: hermes
reviewer: 欧阳锋
expected_cards: 12
expected_agent_specs: 7
source_refs:
- 60_feedback/diagnosis/diag_20260708_yitang-pan-product-design-deep-dive-v2.md
- 00_inbox/一堂-产品内核实操课-Truman-口述.txt L524-L568,L1464-L2874,L3000-L3112
- 00_inbox/一堂-产品内核迭代课-Truman-口述.txt L1304-L1346,L194-L657,L700-L1150,L2069-L2253,L3018-L3400
- 00_inbox/一堂-产品内核验证课-Truman-口述.txt L1026-L1155,L1300-L1614,L1714-L2070,L2032-L2880,L2880-L3072
related:
- '[[diag_20260708_yitang-pan-product-design-deep-dive-v2]]'
4:status: reviewed
28:reviewed_by: 欧阳锋
77:| 22 | 失败模式匹配诊断 Agent | agent-spec | `.agent/prompts/tool-agent-spec-yitang-kernel-failure-mode-diagnosis.md` | 输入业务症状+数据 → 匹配失败模式 |
84:- [ ] 3 张 P0 concept 卡 `kdo pre-submit` PASS，无新增 ERROR；Critique ≥3 外部 + ≥2 内部；source_refs 精确到口述稿行号。
85:- [ ] 1 张 P0 工具卡 `tool-一堂-kernel-six-verification-strategies` 通过欧阳锋终审。
86:- [ ] 4 张 P1 case 卡通过终审；其中洗发水案例合并 `yt-product-kernel-shampoo-case`，删除重复卡并在原卡 frontmatter 添加 `merged_into`。
105:**预计工时**：老顽童 4-5 天 + 欧阳锋终审 1 天
55:| 5 | 川味调料供应链案例 | case | `30_wiki/cases/case-yitang-chuanhe-seasoning-kernel.md` | 从“厂家直销低价优质”到“买底料+免费培训+到店实训+全程帮扶”再到线上标准化的完整迭代 |
56:| 6 | 立体车库案例 | case | `30_wiki/cases/case-yitang-zhongzheng-parking-garage.md` | 12 车位→智能化→部署自动化→规模经济 |
57:| 7 | 秦鹏通信模组案例 | case | `30_wiki/cases/case-qinpeng-iot-module-tiering.md` | 价格战 50%→20% 黄金数字、良品率 80/90 分层、四格服务矩阵 |
58:| 8 | 洗发水案例合并升级 | case | `30_wiki/cases/case-shampoo-product-kernel.md`（合并 `yt-product-kernel-shampoo-case`） | 以口述验证路径（竞品拆解→专家访谈→用户访谈→排列组合测试）为主线 |
=== 终审记录 ===
4:status: reviewed
7:reviewer: 欧阳锋
28:reviewed_by: 欧阳锋
29:review_date: '2026-07-08'
104:**Reviewer**：欧阳锋
===尾部===
| 16 | 机会预判概念卡 | concept | `30_wiki/concepts/concept-一堂-business-prediction.md`（或 `opportunity-prediction`） | 补建商业预判/机会预判概念卡，与关键假设、产品内核形成五门课闭环 |
| 17 | 内核画布自动填充 Agent | agent-spec | `.agent/prompts/tool-agent-spec-yitang-kernel-canvas-autofill.md` | 输入产品描述 → 输出 5 格画布 |
| 18 | 加减法诊断 Agent | agent-spec | `.agent/prompts/tool-agent-spec-yitang-kernel-add-subtract-diagnosis.md` | 输入功能清单 → 输出 3-5 条内核 |
| 19 | 三问验证 Agent | agent-spec | `.agent/prompts/tool-agent-spec-yitang-kernel-three-questions.md` | 输入内核清单 → 决定性/优化性/完备性评估 |
| 20 | 迭代方向选择器 Agent | agent-spec | `.agent/prompts/tool-agent-spec-yitang-kernel-iteration-direction.md` | 输入阶段+指标 → 推荐迭代方向 |
| 21 | 验证策略阶梯推荐 Agent | agent-spec | `.agent/prompts/tool-agent-spec-yitang-kernel-verification-ladder.md` | 输入内核假设 → 聊/问/查/测/盘策略 |
| 22 | 失败模式匹配诊断 Agent | agent-spec | `.agent/prompts/tool-agent-spec-yitang-kernel-failure-mode-diagnosis.md` | 输入业务症状+数据 → 匹配失败模式 |
| 23 | 案例模式匹配 Agent | agent-spec | `.agent/prompts/tool-agent-spec-yitang-kernel-case-matching.md` | 输入业务描述 → 最相似口述案例 + 可迁移经验 |

---

## 二、验收标准

- [ ] 3 张 P0 concept 卡 `kdo pre-submit` PASS，无新增 ERROR；Critique ≥3 外部 + ≥2 内部；source_refs 精确到口述稿行号。
- [ ] 1 张 P0 工具卡 `tool-一堂-kernel-six-verification-strategies` 通过欧阳锋终审。
- [ ] 4 张 P1 case 卡通过终审；其中洗发水案例合并 `yt-product-kernel-shampoo-case`，删除重复卡并在原卡 frontmatter 添加 `merged_into`。
- [ ] 7 个 agent-spec 文件包含：触发场景、输入、输出、工作流、调用卡、边界风险、System Prompt。
- [ ] 统一“决定性/优化性/完备性”与“聊问查测盘赌”两套命名：在 `concept-一堂-kernel-validation` 中显式说明“三维度用于评估假设性质，六策略用于选择验证动作”。
- [ ] 所有口述稿中的量化数字（如自习室桌子 80/60cm、讲课 40–50%）降级为课程经验值，不当作普适标准。

---

## 三、最终判断

**评级：A-（高价值，直接决定产品内核域 Agent 能否落地）**

- 来源可靠：全部引用三份主口述稿行号，避免二手笔记失真。
- 解决核心矛盾：统一验证/迭代框架命名，合并重复洗发水案例。
- Agent 密度高：7 个 Agent 规格覆盖画布填充、加减法、三问验证、迭代方向、验证阶梯、失败模式、案例匹配七大高频场景。

**建议入队编号**：`#138`
**优先级**：P1
**Assignee**：老顽童
**Reviewer**：欧阳锋
**预计工时**：老顽童 4-5 天 + 欧阳锋终审 1 天
**依赖**：无（与 #137 可并行）

---

*王语嫣 2026-07-08*
This task file (task_20260708_wangyuyan-product-kernel-domain-supplement) is itself a task spec by 王语嫣, status reviewed by 欧阳锋 review_date 2026-07-08 — but that's the review of the *task spec* (王语嫣's task creation), not necessarily the produced cards. Wait, actually reviewed_by: 欧阳锋 on the task frontmatter with review_date 2026-07-08. Hmm — 王语嫣 wrote it 2026-07-08. The status: reviewed on a task spec... The 4 case cards were production of this task. There's no explicit 终审记录 section covering the cards. The production happened later (cards updated 2026-07-08 in vault backup). 

  This is weak evidence: task spec reviewed ≠ cards reviewed. The 4 case cards' updated_at=2026-07-08 matches the task date. But no card-level review record. Conservative call: these 4 cards lack explicit 终审记录 for the cards themselves → list as 无佐证? Hmm, but is that too strict? The task_20260708 spec's own "status: reviewed" means 欧阳锋 reviewed the task... 

  Actually wait — this file seems to be the task *proposal* authored by 王语嫣 with 评级 A-, marked reviewed by 欧阳锋 on 2026-07-08 — i.e., 欧阳锋 reviewed the proposal and queued it as #138. The actual card production acceptance may exist in another task file. The grep earlier showed case-shampoo etc. also appear in task_20260827 manifest (source-refs batch). No card-level review evidence.

